"GSM134895","GSM134896","GSM134897","GSM134898","GSM134900","GSM134903","GSM134905","GSM134907","GSM134940","GSM135015","GSM135016","GSM135017","GSM135018","GSM135657","GSM135659","GSM135674","GSM135678","GSM135683","GSM135685","GSM135686","GSM135691","GSM135699","GSM135701","GSM135019","GSM135020","GSM135021","GSM135022","GSM135023","GSM135024","GSM135025","GSM135026","GSM135029","GSM135031","GSM135033","GSM135042","GSM135045","GSM135051","GSM135057","GSM135060","GSM135068","GSM135071","GSM135072","GSM135078","GSM135159","GSM135163","GSM135166","GSM135168","GSM135220","GSM135223","GSM135224","GSM135228","GSM135262","GSM135263","GSM135279","GSM135655","GSM135656","GSM135658","GSM135660","GSM135661","GSM135662","GSM135663","GSM135664","GSM135665","GSM135666","GSM135667","GSM135668","GSM135669","GSM135670","GSM135671","GSM135672","GSM135673","GSM135675","GSM135676","GSM135677","GSM135679","GSM135680","GSM135681","GSM135682","GSM135684","GSM135687","GSM135688","GSM135689","GSM135690","GSM135692","GSM135693","GSM135694","GSM135695","GSM135696","GSM135697","GSM135698","GSM135700","GSM135702","GSM135703","GSM135704","log_fold_change"
0.272758,-0.23791,-0.241814,0.175929,0.0737162,-0.250878,-0.938115,0.0737162,-0.240577,0.0737162,0.0737162,0.0737162,0.0737162,0.0737162,0.0737162,0.362085,0.0737162,0.0737162,0.121268,0.0737162,0.0737162,0.254838,0.0737162,-0.301045,0.1152705,0.1152705,0.1152705,-0.0948161,0.1152705,0.1152705,-0.155921,0.1152705,0.1152705,-0.0319193,0.186662,0.1152705,0.1152705,0.111194,0.2397,0.147723,0.166042,0.1152705,-0.215203,0.1152705,0.22703,-0.366909,0.1152705,0.153778,0.163142,-0.216702,0.0405375,-0.266681,0.57638,0.281116,0.1152705,0.1152705,0.1152705,0.1152705,0.0675844,0.387145,0.108249,-0.0544734,-1.07136,0.1152705,0.201852,0.1152705,0.122458,0.1152705,-0.327991,1.37429,0.1152705,0.0680038,-0.486765,0.1152705,-0.224281,0.1152705,-0.808554,-0.0839256,0.1152705,0.171566,0.1152705,0.1152705,0.259493,0.1152705,-0.166787,0.615961,0.304327,0.148607,0.513114,0.119347,-0.480262,0.513837,0.164717,0.1152705,2.83404757533883
0.211455,-0.0965896,-0.0170877,-0.0420019,-0.401651,-0.0369211,-0.0369211,-0.0369211,0.0015263,0.085311,-0.0369211,-0.0369211,-0.0369211,-0.0369211,-0.20088,-0.402145,0.505695,-0.0369211,-0.0263405,-0.0369211,-0.0369211,-0.144379,-0.0369211,-1.2573,-0.254261,-0.254261,-0.254261,-0.254261,-0.254261,-0.254261,-0.36408,-0.254261,0.38317,-0.169911,-0.254261,-0.254261,-0.254261,-0.254261,0.118461,-0.080868,-0.0204638,-0.254261,-0.277331,-0.254261,-0.254261,0.33273,-0.254261,-0.254261,-0.461161,-0.518478,0.0466117,-0.247054,-1.38966,-0.391668,-0.254261,-0.254261,-0.254261,-0.254261,0.295377,-0.048938,-0.35512,-0.142168,-0.804114,-0.5976,-0.922182,-0.311052,-0.354012,-0.254261,-0.143169,-1.28525,-0.254261,-0.254261,-0.441317,-0.0583708,-0.240113,-0.47518,-0.440814,-0.46856,-0.333251,-0.0548514,0.103723,-0.469051,0.204734,-0.254261,0.000755646,0.0613398,-0.17837,-0.391028,-1.02523,-0.143686,-0.00684818,-0.0593454,-0.716826,-0.254261,2.82784071239184
-0.02860055,-0.02860055,-0.02860055,0.082099,-0.401371,-0.02860055,-0.02860055,-0.0891532,-0.310692,-0.02860055,0.28516,-0.230417,0.266462,-0.02860055,0.823944,-0.248281,-0.02860055,-0.107201,-0.02860055,0.0810509,-0.02860055,-0.02860055,0.0319521,0.00069315,0.00069315,0.300326,0.00069315,0.00069315,0.00069315,0.00069315,0.479495,-0.0368327,0.00069315,-0.20295,-0.166326,0.00069315,0.00069315,-0.47672,0.202951,0.00069315,-0.237466,0.00069315,-0.662281,0.00069315,0.115151,0.384756,0.275046,0.223601,-0.246533,-1.00091,-0.597459,-0.336432,0.346638,0.832901,0.00069315,0.00069315,-0.114066,0.00069315,0.00069315,-0.597933,0.169591,0.038219,-0.212373,0.00069315,-2.29536,-0.314474,0.00069315,0.248042,-0.0807147,0.491987,0.234219,0.00069315,0.49055,0.109194,-0.273949,-0.276361,0.616256,-0.0694956,0.00069315,0.0863921,0.00069315,0.652527,0.277004,0.388067,0.179963,0.00069315,0.158755,-0.621447,-0.422595,-0.683181,-0.225798,0.158952,-0.187038,0.00069315,2.82269888678288
-0.261215,-0.03913165,-0.130676,-0.033916,-0.03913165,0.0788186,-0.03913165,-0.03913165,0.46268,-0.03913165,-0.03913165,-0.03913165,-0.25879,0.0528344,0.058274,-0.03913165,-0.03913165,-0.03913165,-0.03913165,-0.0443473,-0.03913165,-0.225662,-0.03913165,-0.22808,-0.212699,-0.212699,-0.212699,-0.0346867,-0.212699,0.169177,0.0405285,-0.266689,-0.212699,-0.126401,-0.41121,-0.212699,-0.212699,-0.012683,0.0430604,-0.243091,-0.135806,-0.212699,-0.256438,-0.212699,-0.212699,-0.164056,-0.212699,-0.212699,-0.212699,0.303011,-0.64754,-0.0638591,-0.2212,0.259622,-0.212699,-0.212699,-0.212699,-0.212699,-0.32428,-0.031187,-0.423252,0.241071,0.307816,-0.209892,-0.501028,-0.654416,-0.732922,-0.125075,-0.231292,-0.35839,-0.212699,-0.222409,-0.741337,-0.147198,-0.208854,-1.55999,-0.62212,-0.17772,-0.212699,-0.212699,-0.349192,-0.212699,-0.212699,-0.199153,-0.0328192,-0.207629,-0.92386,-0.014797,-0.0279984,-0.829409,-0.786398,-0.381921,-0.311345,-0.212699,2.82022780060856
-0.378248,-0.1563735,-0.544628,-0.184617,0.409757,-0.238146,-0.223415,-0.806534,-0.138864,-0.1563735,-0.483698,-0.173883,0.367782,-0.0466738,-0.224466,0.26859,0.273122,0.958997,0.947802,0.658576,0.976887,-0.194607,-0.1563735,1.27576,0.219718,1.41536,0.987192,-0.511271,0.219718,-0.113974,0.121866,-0.153903,0.798754,0.298977,-0.195873,-1.06868,-0.216877,-0.323858,0.219996,-0.222311,0.431934,0.219718,-0.0607504,0.764656,-0.0765263,-1.27561,0.219718,-0.260121,0.15186,-0.653817,0.232434,-0.615056,1.14079,0.63857,0.219718,0.353246,-0.208236,-0.127412,0.445469,0.731222,0.313172,-0.220986,0.0041462,1.20789,1.64315,-0.133276,0.61177,-0.696806,0.327569,0.749939,-0.348396,-0.801375,1.35319,-0.241941,0.256288,0.7902,1.62379,0.132573,0.805563,-0.0601941,-0.341765,0.197325,1.14955,0.638796,0.413002,0.701515,-0.705008,0.442759,0.716988,1.78203,2.12309,-1.46496,-0.287204,-1.26046,2.81952438325608
0.167845,-0.110655,0.218821,-0.153577,-0.0261563,-0.535002,-0.143984,-0.0261563,-0.0261563,-0.0261563,-0.0261563,-0.0261563,-0.490277,-0.0213803,0.282556,0.208771,-0.0261563,-0.51488,-0.0309323,0.74203,0.0900586,-0.0261563,-0.0261563,-0.113652,-0.113652,-0.205048,0.0293377,-0.113652,-0.113652,-0.113652,-0.0750458,-0.113652,-0.205581,-0.0390697,-0.113652,-0.113652,-0.113652,-0.484636,-0.505195,-0.213316,0.016718,-0.113652,-0.590752,-0.113652,0.0268029,-0.275137,-0.113652,0.114657,0.0511454,-0.45111,-0.0494312,-0.0295314,0.0268395,-0.272586,-0.113652,-0.113652,0.229878,-0.113652,-0.381949,-1.32212,-0.0390657,-0.470218,-0.0675371,0.47031,-1.54329,-0.556471,-0.113652,-0.669681,0.0839954,1.10955,-0.113652,0.129248,0.356096,-0.0184498,0.630657,-0.054277,-0.271212,-0.42095,-1.21419,0.291113,-0.0207942,0.131166,-0.546252,-0.275723,-0.121856,-0.113652,-0.387796,-0.113652,-0.400895,-0.134879,-0.132258,-0.0633274,-0.515333,0.10822,2.80889866252152
0.09154455,0.09154455,0.09154455,0.09154455,-0.310443,0.216672,0.09154455,0.09154455,0.09154455,0.09154455,0.205433,-0.0223439,0.09154455,0.09154455,0.786247,0.358189,0.09154455,-1.05635,0.09154455,0.09154455,0.09154455,0.09154455,-0.777603,0.186315,0.186315,0.186315,0.186315,0.186315,0.186315,0.186315,1.54333,0.186315,0.186315,0.580663,-0.0594095,0.186315,0.186315,1.19537,0.758031,0.017629,-0.0767696,0.186315,0.106111,0.186315,0.186315,0.718055,0.186315,0.00425281,0.751136,2.2803,-1.05146,0.367533,-0.708107,0.186315,0.186315,0.186315,0.666293,0.186315,0.879931,1.22384,-0.0390473,-0.000206617,-0.463073,0.42985,-1.02596,0.186315,0.544173,0.186315,-0.430331,0.173497,0.186315,-0.168339,0.186315,0.265065,-1.33639,-0.461696,0.547115,0.177194,0.685989,0.335503,-0.186041,0.0687323,0.186315,0.186315,0.551503,0.186315,0.92287,-0.120903,0.186315,0.397623,0.186315,1.02412,0.140068,0.186315,2.801150271529
0.475845,-0.678843,0.0792915,0.492283,-0.219838,-0.119826,0.162861,0.214308,0.214308,0.214308,-1.70015,0.291093,0.442269,0.373881,0.399125,-0.435412,0.417411,-1.12053,0.0538096,0.876646,0.265755,0.214308,0.214308,0.802799,0.28642,1.1286,0.796647,-0.162348,0.28642,0.101301,1.20288,0.28642,0.000806084,0.579077,0.28642,1.06957,0.40089,0.264541,0.749474,0.80424,0.893139,0.28642,0.544595,-0.716828,1.00533,0.622292,0.28642,0.319839,1.15672,0.412679,-0.489333,-0.150661,0.950424,0.88165,-0.00394023,0.00989198,-0.125952,-0.309805,0.220499,0.225919,1.35331,0.416635,1.14354,-0.00162178,0.28642,-0.322068,-0.379272,0.605223,0.197425,0.0765347,0.591981,1.73399,0.636054,0.446393,-1.01024,0.781879,-0.0880441,-0.0305328,0.380255,0.28642,-0.123522,-0.00435684,1.34002,0.266191,0.28642,-0.38478,-1.12208,0.180959,-0.238009,0.217842,0.532354,0.0757493,-0.0798028,1.23653,2.79747061580064
0.326613,-0.380044,-0.307009,0.125611,0.0323479,0.0323479,-0.229708,0.0323479,0.0323479,0.0323479,0.161963,0.0323479,-0.124736,0.0323479,0.058838,0.292624,-0.404967,0.0323479,0.0323479,0.0323479,0.0323479,-0.206619,0.145629,-0.567042,-0.0700998,-0.0700998,-0.0700998,-1.04421,0.398882,0.120444,-0.0380596,-0.0700998,-0.0719907,0.0352221,-0.210664,0.533316,0.239418,-0.0700998,0.195413,-0.0700998,-0.111371,-0.0700998,-0.0700998,-0.0700998,-0.0700998,-0.147172,-0.0700998,-0.0700998,-0.260539,-0.373481,-0.43833,-0.161567,0.122352,-0.280515,-0.0700998,0.401052,-0.0700998,-0.0700998,-0.189597,-0.962211,0.0140822,-0.0700998,0.311991,-0.0700998,-0.0700998,-0.321381,2.32169,-0.0787082,0.18373,-0.592958,-0.0700998,-0.190079,-0.793671,-0.0700998,-0.0700998,0.480213,-0.468402,0.282932,-0.0700998,0.028002,0.129989,-0.0227675,-0.0700998,-0.203648,0.16868,-0.163709,-0.0700998,-0.505624,-0.00373358,-0.3352,0.293227,0.0828532,-0.0275031,-0.0700998,2.79088988118367
0.0206522,0.821206,0.0206522,0.0206522,0.0206522,0.144459,0.0206522,0.0206522,0.0206522,0.0206522,0.0206522,0.0206522,0.236738,0.0206522,0.0206522,-0.12013,0.0206522,-0.34939,0.0206522,-0.894584,0.0206522,0.150607,-0.0608342,-0.748543,0.0893566,0.0893566,0.0893566,0.0893566,0.219785,0.0893566,-1.13284,0.0893566,0.0893566,0.145517,0.0893566,0.0893566,0.0893566,0.230929,0.0893566,-0.682598,0.163381,0.0893566,0.0949199,0.0893566,0.0893566,0.0336567,0.0893566,0.0893566,0.0893566,0.0893566,0.169048,0.153015,0.569721,0.499486,0.0893566,0.0893566,0.0893566,0.0893566,-0.154,0.297626,0.220275,0.058814,-0.137805,0.0893566,0.0893566,-0.52337,-0.400409,0.0662408,0.0893566,0.0893566,0.0893566,-0.130762,2.13962,0.0893566,-0.33054,1.19777,-0.4699,0.135923,0.0893566,-0.347621,0.0226319,0.0105656,-0.266093,0.0893566,0.0336401,-0.22442,0.406055,0.28572,0.506468,0.111473,0.228582,0.0893566,0.13967,-0.288594,2.78852728617399
0.0305144,0.0305144,0.0305144,0.0305144,0.0305144,0.0305144,0.0305144,0.0305144,0.0305144,0.0305144,0.0305144,0.0305144,-0.164626,0.0305144,0.0305144,0.61335,0.0305144,0.0305144,-1.20826,0.0305144,0.0305144,0.032793,0.0305144,-0.04333375,-0.04333375,-0.04333375,-0.04333375,-0.04333375,-0.04333375,-0.04333375,-0.229799,-0.04333375,-0.04333375,-0.0109167,-0.04333375,-0.04333375,-0.04333375,-0.04333375,-0.04333375,-0.475232,-0.128583,-0.04333375,0.182612,-0.04333375,-0.04333375,-0.04333375,0.206845,-0.04333375,-0.216643,-0.04333375,0.623399,-0.112651,-0.226201,-1.50025,-0.04333375,-0.04333375,-0.04333375,-0.04333375,-0.733383,0.417604,0.395284,-0.0514432,0.327346,-0.765226,-0.04333375,-0.433899,-1.12515,-0.347,-0.0572186,2.40954,-0.04333375,-0.182324,-0.0352243,0.218479,0.125445,-0.0747199,-0.0594412,0.116847,-0.04333375,0.407682,-0.00683493,-1.02583,0.791636,-0.681886,-0.04333375,0.448736,-0.14328,0.0923754,-0.281081,0.0163938,0.150913,0.0571988,0.0408968,-0.04333375,2.78715599416524
-0.0164424,-0.0428919,0.0194817,0.0311307,0.0194198,0.0194198,0.0194198,0.0194198,-0.200467,0.0194198,0.0194198,0.0194198,-0.47297,0.0194198,0.266743,-0.23582,0.0544611,0.0194198,0.0194198,0.0194198,0.0194198,0.122245,0.0194198,-0.148035,-0.0443436,-0.0443436,-0.0443436,-0.0443436,-0.0443436,-0.0443436,0.581313,-0.0443436,-0.0443436,-0.268628,-0.336705,-0.0443436,-0.0443436,0.233577,-0.0443436,0.274325,-0.0837485,-0.0107736,0.0974523,-0.0443436,-0.0443436,-0.233733,-0.0443436,-0.0443436,0.260589,0.704129,-0.125633,0.475752,-0.81666,-0.539482,-0.0443436,-0.0443436,-0.0443436,0.16528,-0.106344,0.221501,0.285748,0.129674,-0.0443436,0.502111,-2.01944,0.263428,-0.295756,-0.0443436,-0.104926,-0.621142,-0.0443436,-0.849461,-0.394485,-0.0269931,-0.191336,-0.0443436,0.183271,-0.0927078,-0.652718,0.0114545,0.351065,-0.203329,0.405618,0.187089,0.245378,-0.29101,0.427465,-0.206064,-0.356818,-1.21108,0.568026,-0.516239,0.424995,-0.0443436,2.78469400437188
0.04798545,-0.412043,0.04798545,0.0887555,0.04798545,0.04798545,-0.098496,0.04798545,0.04798545,0.347955,0.04798545,0.04798545,0.0719469,0.111494,0.224,0.04798545,0.04798545,-0.0721451,0.04798545,0.04798545,0.04798545,0.024024,-0.550541,-0.137172,0.072661,0.072661,0.072661,0.072661,0.072661,0.0489134,0.951398,0.0687806,0.298781,0.038579,0.774985,0.072661,0.072661,-0.368461,0.072661,0.312847,0.180319,-0.107808,0.0880298,0.206152,0.142894,-0.648199,0.072661,0.072661,-0.622016,-0.627156,0.396383,0.352266,0.0765414,-0.160137,0.072661,0.072661,0.139311,0.072661,0.0782524,0.132452,-0.0334108,0.0592545,-0.349637,0.072661,0.072661,0.653111,1.27133,0.437249,0.324673,0.0579012,0.072661,1.37407,-0.00971234,0.136515,-0.472391,0.222697,0.803714,-0.119815,0.103124,-0.0575134,0.235133,-0.150207,1.2953,0.072661,-0.219504,-0.209912,0.072661,-0.356082,-0.326329,-0.283973,0.217464,0.028252,-0.0706186,0.072661,2.77056670492038
-0.0246734,-0.0246734,-0.0246734,-0.0337951,0.214972,-0.0246734,-0.0246734,-0.0246734,-0.0246734,-0.0246734,0.151102,-0.0246734,0.0823951,-0.0246734,-0.0246734,0.141707,-0.310545,-0.451871,-0.0246734,-0.0246734,-0.0246734,-0.0246734,-0.226005,-0.199318,-0.199318,-1.81275,-0.199318,-0.199318,-0.199318,-0.199318,-0.677601,-0.199318,-0.199318,-0.0999077,-0.199318,0.539637,-0.199318,-0.199318,-0.199318,-0.0585739,-0.199318,-0.199318,0.4735,-0.199318,-0.199318,-0.199318,-0.199318,-0.199318,-0.199318,-0.0163438,-0.0643661,-0.0345673,0.190487,-0.654551,-0.199318,-0.163343,-0.238132,-0.199318,-0.441931,-0.664995,-0.0519525,0.297417,-0.545146,-0.135702,-0.114507,0.386448,-1.799,-0.199318,-0.619868,-0.199318,-0.199318,-0.338962,-0.199318,-0.199318,-0.321549,-0.526671,-0.256953,0.171953,-0.199318,-0.478442,-1.84605,-0.409892,0.598367,-0.199318,-0.27515,-0.199318,-0.743167,-0.110516,0.227838,-0.271157,-0.395368,-0.199318,0.147558,0.434078,2.76901804820265
-0.0403803,-0.00866355,-0.00866355,-0.13808,0.213203,-0.00866355,-0.00866355,-0.00866355,-0.00866355,-0.00866355,-0.00866355,-0.00866355,0.0230532,-0.00866355,-0.00866355,0.0611824,0.834144,-0.732021,-0.00866355,-0.00866355,-0.00866355,-0.00866355,-0.586683,-0.0863742,-0.0863742,-0.92416,-0.0863742,-0.0863742,-0.0863742,-0.0863742,-0.339849,-0.0863742,-0.0863742,-0.33702,-0.0863742,-0.0863742,-0.0863742,-0.0863742,-0.0863742,0.188943,-0.184503,-0.0863742,0.0336631,-0.786252,-0.0863742,0.150303,-0.0863742,-0.0863742,-0.0863742,0.301095,0.124662,0.0887637,0.182501,-0.242445,-0.0863742,-0.0863742,-0.0863742,-0.352646,-0.471261,-1.20097,0.197749,-0.045829,-0.379812,0.334773,-0.143799,-0.0863742,-0.0863742,-0.0863742,0.142842,-0.0863742,-0.0863742,0.038736,-0.0470574,0.157268,-0.924879,-0.605963,0.32697,-0.0427407,-0.0863742,-0.922387,0.0977345,-0.51702,0.296351,-0.0863742,-0.133881,0.174802,0.792262,-0.443881,-0.631318,-0.125691,-0.383706,-0.0863742,0.133029,-1.43031,2.75967821918889
0.189549,-0.35326,0.115247,-0.046755,-0.046755,-0.365324,-0.730271,-0.046755,0.608798,-0.046755,-0.046755,-0.00509227,-0.254075,-0.046755,0.252028,-0.937713,-0.046755,1.74131,-0.046755,-0.046755,-0.046755,-0.046755,-0.571838,0.0744176,-0.2620485,-0.2620485,-0.2620485,0.200507,-0.2620485,-0.2620485,-0.819976,-0.2620485,-0.2620485,-0.471448,-0.0822904,-0.2620485,-0.2620485,-0.519779,-0.2620485,-0.260311,-0.2620485,-0.2620485,0.770948,-0.2620485,0.0979487,-0.29648,-0.2620485,-0.136416,0.147089,-0.563109,-0.263786,-0.411437,-0.2620485,-0.2620485,-0.2620485,-0.2620485,-0.48805,0.203863,-0.909419,-0.304938,-1.25562,-0.410389,-0.532521,-0.4707,-0.2620485,0.0579157,-0.54534,-0.14528,0.2155,-0.2620485,-0.2620485,-0.0721392,-0.454624,-0.0326181,-0.151777,-0.738832,0.170541,-0.445407,-0.2620485,-0.359651,-0.531067,-0.707174,-0.336599,-0.2620485,-0.0920465,0.248996,0.175463,-0.0717419,-0.392358,-0.0460038,0.343195,-0.2620485,0.270623,-0.2620485,2.7298419782233
0.00407592,-0.466984,0.00407592,0.00407592,0.00407592,0.00407592,-0.115518,0.00407592,0.00407592,0.00407592,0.00407592,0.00407592,0.587033,0.00407592,0.00407592,-0.174183,0.00407592,0.00407592,0.00407592,0.197468,0.00407592,0.00407592,0.213189,0.465794,0.100082,0.100082,0.100082,-0.552685,0.453134,0.100082,-0.365962,0.102398,0.100082,0.434456,0.310053,0.100082,0.100082,0.100082,0.100082,0.100082,0.100082,0.100082,0.281964,0.100082,0.100082,0.440677,0.100082,0.100082,0.100082,0.932101,-0.0353944,0.56071,0.55636,-0.0188455,0.100082,0.100082,0.100082,0.100082,0.23754,0.0752559,0.493768,0.515149,0.265436,0.590492,0.100082,0.0792816,0.100082,0.0498286,0.0494588,0.443642,0.100082,-0.60422,0.308225,0.163084,0.100082,0.100082,0.0840076,-0.306491,-0.38537,0.389059,-0.164754,-0.461681,0.100082,0.100082,0.100082,-0.479254,-0.400264,-0.138603,-0.413232,-0.07231,-0.788632,0.100082,0.152269,0.100082,2.72862606615216
0.11435,-0.552754,-0.213015,0.00193783,0.0356857,0.0960755,-0.073114,0.0356857,0.0356857,0.0356857,0.0944729,0.0356857,-0.153689,0.232568,0.0356857,0.171931,-0.148817,0.0356857,0.110204,0.0356857,0.769269,-0.394782,0.0356857,-0.178884,0.143203,0.143203,0.143203,0.225126,0.143203,0.307385,0.404718,0.191799,0.143203,0.329236,0.122265,0.143203,0.143203,0.143203,0.235575,0.0694545,0.154281,0.143203,-0.139277,-1.46358,0.436057,0.0354431,0.143203,-0.168718,0.324342,1.90162,-0.16658,-0.324066,0.352769,0.0955245,0.143203,0.143203,0.143203,0.143203,0.489244,0.143203,-0.00626809,0.288679,0.727967,0.217753,0.530585,0.500684,1.25941,-0.56677,0.161888,-0.125187,0.143203,-0.863174,-0.20336,0.2505,-0.826518,0.954901,-0.650813,-0.631029,-0.120453,0.733895,-0.251833,0.678348,0.143203,0.143203,0.353868,-0.106827,-0.69286,0.878423,-0.035529,0.532566,-0.951027,-0.366013,0.0506248,0.143203,2.72629186513189
0.186381,0.0498364,-0.278115,-0.372406,-0.0137798,-0.0422377,-0.189986,0.188117,-0.367269,-0.02800875,0.0613266,0.208397,-0.727825,-0.19225,-0.423743,0.0219123,-0.178439,-0.158352,0.614236,0.551007,0.0617436,-0.188135,0.0635433,0.0409425,-0.301117,0.222651,-0.26696,0.116465,-0.301117,-0.335389,0.0342875,-0.0766674,-0.14205,0.15352,-0.40404,0.300061,-0.291815,0.00438026,-0.545657,-0.420367,-0.0816736,-0.301117,-0.338359,-0.288259,-0.470641,-0.471659,-0.301117,0.082344,-1.33859,-0.583509,-0.384544,-0.243651,-0.616741,-0.6307,-0.301117,-0.301117,0.0275493,-0.301117,-0.051852,-0.554189,-0.310419,-0.0317553,-0.301117,-0.207593,-0.509996,-0.466919,-0.301117,-0.14822,0.128627,0.166228,-0.301117,-0.184617,-0.182701,-1.42249,-0.531839,-0.463914,-0.0926082,-0.909516,-0.421432,-0.0424113,0.0130291,-0.107399,-0.970882,0.124083,-0.423856,-0.896216,-0.864521,-0.539715,-1.3884,-0.43203,-0.132022,-0.630797,-0.681508,-0.301117,2.71735039473989
0.0167127,-0.407224,0.0611537,0.107843,0.138553,-0.507339,0.284058,0.173182,0.0349694,0.0349694,0.0349694,0.0349694,0.0923234,0.0349694,0.0349694,0.0349694,0.0349694,-0.615612,-0.0359279,0.0349694,0.0349694,-0.120197,0.0349694,-0.32262,-0.133483,-0.133483,0.343211,-0.10959,0.221032,-0.194392,0.480137,-0.27511,0.0835966,-0.491639,0.0107673,-0.133483,-0.133483,-0.0621858,-0.133483,0.0904046,0.137963,-0.133483,-0.566446,-0.133483,-0.133483,-0.41047,-0.133483,-0.133483,0.0176903,0.131983,-0.313058,-0.493865,0.212106,0.225178,-0.133483,-0.210641,-0.133483,-0.133483,-0.350023,0.0300099,-0.0191236,0.115172,-0.403377,-0.877402,-0.845975,-0.45765,-0.472029,0.203938,-0.190369,1.13697,-0.133483,-0.0516539,-0.334694,-0.185481,0.0420173,-0.136165,-0.310883,-0.0885237,0.138153,1.47097,-0.30797,-0.133483,-0.617487,-0.283447,-0.232305,-0.396859,-0.0706701,0.11002,0.960055,-0.930482,-1.41117,-0.154582,-0.0770307,-0.125814,2.70680192984137
-0.0491897,-0.310646,0.0398643,-0.18526,-0.0663673,-0.00837594,0.0489596,0.803841,0.0189003,0.328763,0.0189003,-0.808613,0.0164397,0.0189003,0.0189003,-0.441342,0.620166,0.059645,0.245255,0.0213609,0.354041,-0.510086,0.0189003,-0.0132957,0.0997617,0.0997617,0.123911,0.301432,0.0997617,-0.377527,-0.476541,0.135106,0.0997617,0.41066,-0.0263908,0.172463,0.438081,0.0997617,0.306181,-0.113633,0.0266911,0.0997617,0.336249,0.0997617,0.308762,-0.00493808,0.0997617,0.0997617,0.368395,0.875032,0.199438,0.272054,0.30017,0.123559,0.0997617,0.0997617,0.278935,0.196285,0.105794,-0.126353,-0.0861879,0.275023,-0.0746384,-0.191803,0.0997617,0.342406,0.0997617,-0.108505,-0.0395339,0.0997617,0.0997617,-0.335542,0.368997,-0.00731023,0.0997617,-0.3937,0.759314,-0.418514,0.00851616,-0.0238609,-0.186334,-1.02314,0.0997617,-0.0783784,0.0997617,-0.88392,0.0206181,0.303848,0.704473,0.124176,0.110419,-0.208981,0.0866662,0.0997617,2.70170719472524
0.108096,0.03127875,0.03127875,0.243194,0.03127875,0.03127875,0.03127875,0.03127875,0.03127875,0.03127875,0.0434812,0.03127875,0.03127875,0.03127875,0.03127875,-0.0902279,0.03127875,-1.27537,0.03127875,0.0190763,0.03127875,0.03127875,0.03127875,-0.02501395,-0.02501395,-0.02501395,-0.02501395,-0.02501395,0.0645568,-0.02501395,-0.488748,-0.02501395,-0.02501395,0.135057,0.127622,-0.02501395,0.786794,0.16568,-0.02501395,0.115701,-0.02501395,-0.02501395,-2.85898,0.0575693,-0.02501395,-0.0962939,-0.02501395,-0.0265944,0.318912,0.354321,-0.0620899,-1.64051,-0.02501395,-0.298003,-0.02501395,-0.105513,-0.02501395,0.100705,-0.389789,-0.812992,0.0518169,0.663013,0.026574,0.23627,0.117109,-0.621785,-0.02501395,-0.530651,-0.0234335,-0.0369294,0.0660089,-0.157599,-0.502197,-0.569932,0.15703,-0.175403,0.162909,-0.547631,-0.02501395,-0.181062,-0.02501395,-0.232217,-0.02501395,-0.02501395,0.0380255,-0.538156,-0.891705,0.361402,0.0691698,0.0967046,0.126171,-0.109599,-0.344624,-0.02501395,2.69890011681296
-0.151297,0.0106401,-0.478255,-0.385203,0.03724,0.03724,0.03724,0.222362,0.03724,0.03724,0.105574,0.03724,-0.475264,0.03724,0.03724,-0.406436,0.0676782,0.175479,0.260657,-0.112988,0.03724,0.0638399,0.0710554,0.105481,-0.181001,-0.181001,0.0514349,-0.181001,-0.181001,0.342947,-0.60583,-0.181001,0.317812,-0.37779,-0.225362,-0.181001,0.176163,-0.181001,-0.181001,-0.134451,0.0705946,-0.181001,0.0351157,-0.181001,0.0144359,-0.341863,-0.181001,0.0528616,-0.181001,-0.181001,-0.628139,-0.84367,-0.390318,-0.595826,-1.49212,-0.181001,-0.181001,-0.181001,0.0215624,-0.130514,-0.157611,-0.379805,-0.258138,-0.0987155,-0.495245,-0.356283,-0.181001,-0.329812,-0.27018,-0.181001,-0.181001,-0.432427,-0.414058,-0.164644,0.325986,-0.313895,-0.331952,-0.208016,-0.713335,-0.0311401,-0.0653897,-0.00761543,-0.0322053,0.250118,0.264039,-0.181001,0.190403,-0.15338,-0.694241,-0.367985,-0.193231,-0.264619,0.150419,-0.181001,2.69486358184141
