"regulatoryGene"	"targetGene"	"weight"	"weightNorm"
"MAZ"	"Z36811"	0.0382264112611522	0.442489400893694
"MIXL1"	"NM_005758"	0.0381784324347388	0.441933942544592
"PAXBP1"	"PLOD2"	0.0381294091047753	0.441366391815143
"SOX4"	"NME1"	0.0380057647375836	0.439934941710792
"ZNF30"	"AK000947"	0.0379878147022502	0.439727131354893
"ZNF706"	"MPHOSPH10"	0.0378913522750448	0.438610370805057
"ZNF30"	"AK021660"	0.0378780705019934	0.438456605648971
"ZNF677"	"GAPDH"	0.0377423279665006	0.436885093165149
"SFPQ"	"NTS"	0.0377272509439429	0.436710544125806
"E2F6"	"DIO3OS"	0.0377080537552743	0.436488295281422
"ZNF30"	"KLF13"	0.0375915444344591	0.435139448720704
"FOXK1"	"LOC100131508"	0.0375422990821849	0.43456932760437
"ZSCAN9"	"AK022680"	0.0375386558101437	0.434527148876281
"MAZ"	"NACA"	0.037522190733869	0.434336530122779
"NR4A3"	"L19367"	0.037502088496741	0.434103803391363
"KLF13"	"NM_017732"	0.0374529931303413	0.433535418684868
"FOXK1"	"U17636"	0.0374281196615748	0.433247454661354
"KLF13"	"AK024517"	0.0374279835117226	0.433245878433302
"SOX10"	"STIP1"	0.0374209650251683	0.433164624320893
"PIAS2"	"AK021540"	0.0373997136296143	0.432918593603325
"SFPQ"	"ACOT13"	0.0373513759895566	0.432358981212755
"MTF1"	"CDA"	0.037341526270812	0.432244949484137
"MAZ"	"HADHA"	0.0373023916759629	0.431791882181899
"ZNF133"	"HAUS3"	0.0372608215892127	0.431310618810441
"NR1H2"	"AK024123"	0.0372378640475487	0.431044835773518
"EHF"	"PRM1"	0.0372367765185929	0.431032245281346
"SOX4"	"RPL18A"	0.0372252910995904	0.430899276795979
"HOXA10"	"CCIN"	0.0372141698016759	0.430770523797183
"GRHL1"	"HGC6.3"	0.0372089568955571	0.430710173170808
"ZNF687"	"AK023836"	0.0371829373903803	0.430408941305205
"SOX4"	"GLO1"	0.03718279031522	0.430407238593158
"NKRF"	"MRPL16"	0.0371596607546702	0.430139464066792
"YY1"	"SPEN"	0.0371376189392226	0.429884282534958
"ZNF30"	"AK021570"	0.0371182907118014	0.429660516634518
"NFIL3"	"CSK"	0.0371019616687686	0.429471472759054
"ZNF30"	"HLA-DPA1"	0.0370369320130976	0.4287186143029
"E2F6"	"AL359626"	0.0370361445480143	0.428709497696933
"HMGA1"	"AES"	0.0369369957731683	0.427561636881895
"MAEL"	"NECAB1"	0.0369164431694824	0.427323696186665
"PHB"	"ILF3"	0.0368942185845471	0.427066398703995
"ID3"	"UBE2S"	0.0368575481109289	0.426641858917188
"ZNF706"	"SFPQ"	0.0368065911541169	0.426051922288431
"TAL1"	"AK025010"	0.0367799200380422	0.425743146621933
"ID1"	"KIAA0368"	0.0367790417999263	0.425732979122425
"ZFP1"	"AL137307"	0.0367636068600241	0.425554286418216
"SPI1"	"NFE2"	0.0367457621752525	0.425347695722186
"ZNF644"	"AF086121"	0.0367209578898213	0.425060532644924
"ZBTB32"	"ANLN"	0.0367195005385834	0.425043660662569
"ZNF677"	"D16914"	0.0366650625176715	0.424413423212332
"DACH1"	"ARHGAP25"	0.0366272906054135	0.423976131898775
"SPI1"	"LAPTM5"	0.0365579298375687	0.423173131482142
"ZNF677"	"ALDOA"	0.0365229220589424	0.422767840974326
"ZNF677"	"AF161356"	0.0365198301954474	0.422732045988892
"HMGA1"	"KPNA2"	0.0364971605948131	0.422469596490136
"ZBTB32"	"LOC642852"	0.0364738845597147	0.422200126205098
"SOX1"	"IL18R1"	0.0364281295645488	0.421670413496849
"ZNF30"	"ZFAND4"	0.0364131595435844	0.421497103231624
"E2F3"	"KRT19P2"	0.036405332405323	0.421406487232404
"NFE2"	"S1PR4"	0.03638323935402	0.421150712535089
"E2F3"	"AK023079"	0.0363149600309287	0.42036023217287
"FOXK1"	"TMOD2"	0.0362897373699513	0.420068225496722
"ZNF133"	"FOXK1"	0.0362671341264424	0.419806544224745
"BORCS8-MEF2B"	"PDLIM7"	0.0362304438293508	0.419381774938498
"FOXJ3"	"RPL39L"	0.0362241791346242	0.419309247591529
"SNAI2"	"AF147365"	0.0362153665850751	0.419207223332291
"ZNF677"	"TMEM9"	0.0361996830756048	0.419025652899463
"DLX4"	"SAGE1"	0.0361870878552701	0.418879836071151
"CNBP"	"SETMAR"	0.0361670184624395	0.418647489583284
"ZBTB32"	"ALDOAP2"	0.0361534862671209	0.418490825249591
"ZSCAN9"	"AK000944"	0.036132165515841	0.418243991589979
"LITAF"	"PSMB6"	0.036097369457771	0.417841152204032
"ZNF644"	"AK024520"	0.0360973647184286	0.417841097335926
"MAZ"	"SND1"	0.0360080659889082	0.416807272030385
"ID3"	"RDH11"	0.0359823819754883	0.416509924205126
"ZBTB32"	"LOC642533"	0.0359763140849043	0.41643967529038
"SOX12"	"NGDN"	0.0359264048771842	0.415861868616112
"GRHL1"	"RADIL"	0.0359076342641157	0.415644558303917
"ZNF71"	"FOXA3"	0.0359019073938197	0.41557825743418
"ZFPM2"	"LINC01257"	0.0358909042022104	0.415450871770482
"PARP12"	"IFI44"	0.0358868863960765	0.415404357002844
"ZNF133"	"ADAM22"	0.0358609342994035	0.415103905535992
"ZNF30"	"PLA2G2A"	0.0358448409123686	0.414917589886734
"ZFP1"	"AL049333"	0.0358332826666002	0.414783778274551
"FOSL1"	"MCM7"	0.0358268644534847	0.414709473621273
"ZNF30"	"AL049333"	0.0358014737110989	0.41441552104047
"ZNF335"	"VRK2"	0.0357981469195658	0.414377006256535
"YBX1"	"AL389977"	0.035786271262549	0.414239519924872
"SOX4"	"EIF4B"	0.0357851520938752	0.414226563134755
"ZNF30"	"AF132206"	0.035775756519464	0.414117789105846
"ZNF677"	"H3F3A"	0.0357068668184484	0.413320242303293
"SPI1"	"AB017116"	0.035695682536608	0.413190760129773
"HMGA1"	"IGFBP4"	0.0356881773239316	0.41310387111321
"SFPQ"	"SMN1"	0.0356529672505562	0.412696238607563
"ZBTB32"	"CYB5R3"	0.0356497262707116	0.412658717278916
"DNAJC2"	"BCOR"	0.0355563539141986	0.411577730958959
"ZNF133"	"NM_018614"	0.0355463214172328	0.411461583178395
"PHB"	"U32248"	0.0355454032012958	0.411450952849422
"SLC2A4RG"	"MSX2"	0.035462610958568	0.410492454155273
"PHB"	"SNRPD1"	0.0354601823795101	0.410464338117116
"ZBTB32"	"ODAM"	0.0354446352153062	0.410284346174681
"ARID5A"	"MUC16"	0.0354397648590674	0.410227961301641
"MAZ"	"EIF3D"	0.0354386576019766	0.410215142413776
"PHB"	"APOE"	0.0354182539303274	0.40997892592794
"SOX4"	"HSP90AB1"	0.0354021121316173	0.409792049809175
"MYCN"	"RTN1"	0.0354020119526944	0.409790890022175
"ZNF677"	"AK026490"	0.03536480875897	0.409360182851695
"SOX12"	"DLD"	0.0353609155512823	0.409315110579683
"ZBTB17"	"ZNF598"	0.0353572992477605	0.409273244070345
"PHB"	"STT3A"	0.0353194290033807	0.408834814350492
"ZNF140"	"DLX5"	0.0352986072043723	0.408593757139069
"TFEB"	"CA9"	0.0352501398961171	0.408032643559573
"NR4A3"	"RN7SK"	0.0352442145441745	0.407964044836888
"ZNF30"	"TMEFF2"	0.0352416944532946	0.407934869352109
"HMGA1"	"PSMD8"	0.0351910325652738	0.407348348780722
"ZNF133"	"AK026490"	0.0351611668318107	0.407002588530957
"HMGA1"	"TUBB4B"	0.0351541626964334	0.40692150056436
"TFEB"	"UBAP1"	0.035130936803773	0.40665261078614
"HMGA1"	"MTCH1"	0.0350995768235415	0.406289551408714
"ID1"	"TFF1"	0.0350969347504646	0.406258963717034
"ZBTB17"	"ICAM5"	0.0350575961238875	0.405803534307691
"PARP12"	"ISG15"	0.0350208509244627	0.405378129408578
"ZBTB32"	"AK021942"	0.0350129331511244	0.40528646411295
"ZSCAN9"	"RRP9"	0.0349811289096106	0.404918261453438
"ID1"	"NUDC"	0.0349773625798722	0.404874658067214
"ID1"	"DHRS2"	0.0349737617007704	0.40483297012879
"SOX10"	"ITGB7"	0.0349727945941696	0.404821773784985
"ID3"	"YIF1A"	0.0349598521207246	0.404671936753309
"MAZ"	"ACKR2"	0.0349309452327792	0.404337277207503
"KLF13"	"SLPI"	0.0348901624783321	0.403865128904794
"TGIF1"	"DLGAP5"	0.0348569662967698	0.403480811538458
"PURA"	"DTYMK"	0.0348240578535457	0.403099825363697
"MAZ"	"IGFBP4"	0.0348132326625431	0.402974500440757
"E2F3"	"P2RX4"	0.0348090332473369	0.402925883156592
"SOX12"	"NDUFB5"	0.0348048141673813	0.40287703821056
"ID1"	"EIF4E"	0.0347927349063327	0.402737194723297
"ZBTB32"	"U17636"	0.0347392637553821	0.402118150877253
"HMGA1"	"IGFBP2"	0.0347384059809112	0.402108220288551
"MAZ"	"IGFBP3"	0.0347180578248212	0.401872646514994
"HMGA1"	"AF087991"	0.0347010792098783	0.401676082444315
"ZNF706"	"ACOT13"	0.0346987622000016	0.401649258059953
"MIXL1"	"HLA-DPA1"	0.034698709536893	0.401648648370939
"ZNF697"	"MUSK"	0.0346717875244772	0.401336968038408
"NCOA1"	"TNFRSF1A"	0.0346586585167641	0.401184971470446
"SPI1"	"YIF1A"	0.0346579272127983	0.401176505050488
"LITAF"	"FBXL5"	0.0346489453961984	0.401072521160229
"RELA"	"KLK8"	0.0346267310485052	0.400815342195705
"ID3"	"IGFBP3"	0.0346242955818266	0.40078714641849
"TGIF1"	"SQLE"	0.0346035978289726	0.400547525308725
"MAZ"	"FOSL1"	0.0345924114769992	0.400418019168953
"TFDP1"	"AF056426"	0.0345898940568051	0.400388874603119
"ZBTB32"	"MFSD10"	0.0345863989247138	0.400348410914312
"KLF13"	"ZFP1"	0.0345716065601865	0.40017715740534
"ID1"	"FKBP11"	0.0345271116606232	0.399662033020222
"ID1"	"SERPINF1"	0.0345193518793085	0.399572196822869
"MAZ"	"AES"	0.034436076081595	0.398608099937306
"ZNF677"	"AL359334"	0.0344337622303784	0.398581312121244
"MTA3"	"MAGED1"	0.0343996085257667	0.398185909361371
"PHB"	"EIF3B"	0.0343904463948313	0.398079837943954
"SSRP1"	"KIF1BP"	0.034316033885905	0.397218352733695
"LHX2"	"SERPINI2"	0.0342828307486303	0.396833954839993
"NEUROD1"	"TARDBP"	0.0342728487557558	0.396718391753162
"ID1"	"UQCRC2"	0.0342368149920222	0.396301223255898
"ZNF763"	"CHMP1A"	0.034226706378347	0.396184194260329
"LITAF"	"AGFG1"	0.0342152424566719	0.396051474652871
"ID1"	"REXO2"	0.0341228773563587	0.394982149494882
"ZBTB44"	"CENPI"	0.0341027978728472	0.394749686185629
"SOX1"	"PIR"	0.0340768151123726	0.394448879719169
"ID3"	"CD151"	0.03406394513517	0.394299881987787
"ID1"	"YEATS2"	0.0340626724908655	0.39428514838638
"MAZ"	"TGFBI"	0.0340507380787978	0.394146981838338
"XBP1"	"FBXL5"	0.0340411349311624	0.39403580470187
"LITAF"	"NBEAL2"	0.0340265614278113	0.393867084982836
"XBP1"	"MAZ"	0.0340238773856805	0.39383601140888
"KLF13"	"HLA-DPA1"	0.0340054071946988	0.393622179129993
"ID3"	"MRPS12"	0.0339952283310233	0.393504336839225
"ZNF395"	"CCNB1"	0.0339891824316712	0.393434342520397
"ZBTB32"	"CACNA1E"	0.0339846814821859	0.3933822343269
"MAZ"	"FKBP2"	0.0339435327161008	0.39290584865043
"PHB"	"NDUFA13"	0.0339393727202571	0.392857687730367
"SOX1"	"FUBP1"	0.0339280210065175	0.392726267171661
"LITAF"	"ARAP1"	0.0339136799015731	0.392560237965192
"HMGA1"	"CMC2"	0.0338981075956834	0.392379954953543
"PLEK"	"SECTM1"	0.0338738315024913	0.392098906840133
"ID1"	"MTA3"	0.0338689744718943	0.392042676240124
"HMGA1"	"PABPC3"	0.0338633640097602	0.391977723045816
"ID1"	"MAL"	0.0338631148904043	0.391974838952216
"MIXL1"	"RSL24D1"	0.0338613075878702	0.391953915529178
"ZNF395"	"NOP58"	0.0338479617864951	0.391799409107212
"ZNF174"	"NAT9"	0.0338316484998923	0.391610547646393
"KLF13"	"AK021570"	0.0338277909977508	0.391565888743053
"STAT5A"	"MKNK1"	0.0337619565096139	0.390803712616038
"MAZ"	"COL6A2"	0.0337531710764274	0.390702002287155
"ZNF133"	"PGAM1"	0.0337519220916131	0.390687542595352
"SPI1"	"TNFAIP2"	0.0337171827129459	0.390285359395682
"NR2E1"	"AF086232"	0.0336963205177099	0.390043834510839
"KLF13"	"FCHSD2"	0.033690845926447	0.389980454314777
"FOSL1"	"CCT7"	0.0336890470007271	0.389959627871422
"HMGA1"	"KRT8"	0.0336836973892044	0.389897694585286
"ZNF133"	"KLHL35"	0.0336365677988335	0.389352067974169
"KLF13"	"ELOVL1"	0.0336266397195871	0.389237129053812
"NR5A1"	"INSIG1"	0.0336154958183829	0.389108114373209
"HMGA1"	"UBE2S"	0.0335967964295808	0.388891628635443
"HMGA1"	"ENO2"	0.0335756237305814	0.38864650900015
"SON"	"BLOC1S1"	0.0335038600706116	0.387815689926985
"FOXB1"	"AL122122"	0.0334944472305174	0.387706716010573
"FOSL1"	"NDRG2"	0.0334903369444077	0.387659130587846
"TUB"	"LYST"	0.033468019741517	0.387400760852675
"E2F3"	"HIST1H4B"	0.0334677744267765	0.387397920805701
"ZKSCAN8"	"NR1D1"	0.0334639843978374	0.387354043050138
"SOX4"	"NDUFAB1"	0.0334626529633277	0.387338628825365
"NR4A3"	"MMP16"	0.0334453452773066	0.38713825504754
"SOX12"	"NUDC"	0.033412491034904	0.386757896364135
"KLF6"	"ACTR3"	0.033408383225771	0.386710339617753
"GTF3A"	"CYC1"	0.0334056366976897	0.386678542634211
"MIXL1"	"KEAP1"	0.0333999537706013	0.386612750501836
"ZNF677"	"RPL12"	0.0333916640876219	0.386516779550345
"XBP1"	"TRMT112"	0.0333907797722767	0.386506541693806
"CSDE1"	"SOAT1"	0.0333812137135762	0.386395793941716
"ZNF644"	"AF172327"	0.0333753950710567	0.386328430610649
"ZNF358"	"SMARCAD1"	0.0333561531473409	0.386105663861654
"HMGA1"	"SND1"	0.0333367974018155	0.385881579379834
"ZNF133"	"TMEM9"	0.03332111236441	0.385699991257861
"HMGA1"	"SMS"	0.0333171047120819	0.385653594042415
"ZNF133"	"HACD2"	0.0333152498964301	0.38563212055261
"KLF13"	"WWP2"	0.0333023885730763	0.385483223008185
"EPAS1"	"HSPH1"	0.0333022924463366	0.385482110133942
"XBP1"	"EIF3D"	0.0332950533971772	0.385398302533887
"ZFP1"	"AL137323"	0.0332904470818628	0.385344974503769
"ZNF33B"	"ADH5"	0.0332788535612554	0.385210754509279
"THAP7"	"NPDC1"	0.0332578394537231	0.384967470912111
"MAZ"	"IGFBP5"	0.0332542317965934	0.384925704503401
"TGIF1"	"CCND1"	0.0332503668620594	0.384880959554095
"PHB"	"ECI2"	0.0332420757536223	0.384784972099858
"ZNF395"	"BPIFB2"	0.0331704305947204	0.383955524932019
"SOX12"	"SRSF2"	0.0331638917333567	0.383879823515174
"FOSL1"	"PLK1"	0.0331586446701654	0.383819077447049
"ZNF639"	"DBR1"	0.0331535222942398	0.383759774902826
"FOXK1"	"AK021942"	0.0331462764188761	0.383675888274741
"CREBZF"	"TCEAL8"	0.0331416702812966	0.383622562302288
"SOX4"	"LUM"	0.0331314803225001	0.383504591561575
"PARP12"	"XAF1"	0.0331297523857085	0.383484586968104
"HEY2"	"SELK"	0.0331271814247083	0.383454822552016
"KLF13"	"AL049333"	0.0331264620074258	0.383446493746042
"MIXL1"	"CCDC146"	0.0330984282471441	0.383121942535243
"DACH1"	"NM_014144"	0.0330938151653595	0.383068536168645
"ZBTB3"	"SFMBT1"	0.0330525992713811	0.382591373342094
"HOXD9"	"PFKM"	0.0330525947463398	0.382591320954986
"ID3"	"NUP205"	0.0330524111933652	0.382589195933599
"NKX6-1"	"NM_018382"	0.0330389112806162	0.382432905340245
"HMGA1"	"AHSA1"	0.0330103656242446	0.382102427828653
"ZNF771"	"RUBCN"	0.0330098142309255	0.382096044262284
"ZNF644"	"ODAM"	0.0330056902740234	0.382048300570663
"HOXD9"	"NTN1"	0.0330030128254319	0.382017303331139
"FOSL1"	"MDH1"	0.0329914269161791	0.381883171454486
"MAZ"	"EIF4B"	0.0329712452643262	0.381649525326426
"ZNF395"	"ITGB3BP"	0.0329649288866745	0.38157639963818
"DNAJC2"	"DEPDC1B"	0.032924325484595	0.381106327725777
"ZNF133"	"GAPDH"	0.0329178978503827	0.381031914002993
"SFPQ"	"HEXB"	0.0329159721722206	0.381009620126866
"NR4A3"	"AK001102"	0.0328981983307917	0.380803849595252
"ZNF22"	"SDHA"	0.0328894876232434	0.380703004376725
"FOXA3"	"ZNF71"	0.0328626549482108	0.380392358316999
"EPAS1"	"NUP214"	0.0328617283793917	0.380381631285409
"MAZ"	"EIF3B"	0.0328607635777719	0.380370461626728
"HMGA1"	"NDUFS6"	0.0328440542046628	0.38017701461071
"HMGA1"	"RRBP1"	0.0328394928089951	0.380124206622342
"TOX4"	"HOXB5"	0.0328303445139314	0.380018295384968
"MEOX1"	"GPR50"	0.0328205619235233	0.379905040811561
"HMG20B"	"C1QL1"	0.0328088161530893	0.379769058197105
"PTF1A"	"USP8"	0.0328086730116809	0.379767401026717
"HMGA1"	"ARL2"	0.0328076447310556	0.379755496461699
"HMGA1"	"MARCKSL1"	0.0327994844054102	0.379661023100219
"PARP12"	"PHF11"	0.0327792331699282	0.379426571391643
"FOXB1"	"FGD2"	0.0327654636412413	0.379267159412566
"PLEK"	"SMDT1"	0.0327556814972129	0.379153910006966
"HMGA1"	"XPO1"	0.032749641500164	0.379083984020022
"MYB"	"PPAT"	0.0327293403147643	0.378848954033466
"FOXK1"	"MTDH"	0.032710693937814	0.378633082022168
"KLF2"	"EHD1"	0.0326860630075563	0.378347925904761
"ID3"	"KRT19"	0.0326776654950959	0.378250706594567
"THYN1"	"X69637"	0.0326716187144932	0.378180702073364
"ZSCAN9"	"GRID2"	0.0326517950308527	0.377951200199075
"ID3"	"SPI1"	0.0326242481342239	0.377632285484645
"ZNF133"	"ODAM"	0.0326158864886778	0.377535481411306
"ZNF706"	"MORF4L2"	0.0326137033741556	0.377510207154326
"ID3"	"APOA1"	0.0326009561211292	0.377362630219854
"ID3"	"SOX4"	0.0325944656702464	0.377287489258689
"ID3"	"EIF3I"	0.0325882970353188	0.37721607401098
"ZSCAN9"	"LOC401261"	0.0325689603374188	0.376992210046487
"PHB"	"TMEM158"	0.0325643558019292	0.376938902621678
"FOSL1"	"RASIP1"	0.0325530080429162	0.376807527847459
"SOX4"	"EIF3D"	0.0325420020334393	0.376680109560868
"KLF13"	"AK000944"	0.0325247630782176	0.376480531490217
"CIZ1"	"CNDP2"	0.0325185819999407	0.376408972183914
