"regulatoryGene"	"targetGene"	"weight"	"weightNorm"
"HSF4"	"GCLM"	0.0219306471091806	0.391524144349933
"KLF6"	"OR10J1"	0.0219294376423498	0.391502551942573
"KLF6"	"TCTN1"	0.0219291032192835	0.391496581543969
"TET2"	"MTNR1A"	0.0219288198916169	0.391491523342919
"USF1"	"CCR8"	0.0219273082098207	0.391464535542748
"ZFP1"	"MAT1A"	0.0219264102330605	0.391448504115088
"CCDC88A"	"BIN2"	0.0219253765861432	0.391430050590992
"SIX3"	"AL157445"	0.0219245853283947	0.39141592439985
"USF1"	"CADPS"	0.0219241519789296	0.391408187884932
"ZNF614"	"CAB39"	0.0219226819440909	0.39138194360087
"RORA"	"TTBK2"	0.0219213528366427	0.391358215269745
"PTF1A"	"CSDC2"	0.0219203550112524	0.39134040126133
"CREB3"	"ODF2L"	0.0219203340498155	0.391340027040332
"HOXA5"	"PTPRN2"	0.0219199626838489	0.391333397106359
"RORC"	"KIF27"	0.0219169940246634	0.391280398134569
"LHX6"	"MGAT4B"	0.0219127651467471	0.391204900690308
"THAP11"	"NM_014821"	0.0219122331703303	0.391195403405054
"MIER1"	"CCL3"	0.0219116245856777	0.391184538445886
"ID1"	"TBC1D7"	0.0219114070323804	0.391180654503558
"POU3F3"	"DLX4"	0.0219097403227601	0.391150899017789
"NFYB"	"CTCF"	0.0219092121604658	0.391141469825421
"POU3F2"	"AL162040"	0.0219086003844038	0.391130547890559
"SETDB2"	"FBP1"	0.0219065113921132	0.391093253463492
"NR2C1"	"AF147433"	0.0219062354929272	0.391088327881854
"SUB1"	"TAP2"	0.0219062233636175	0.391088111339333
"SSRP1"	"FAM131B"	0.0219061643352006	0.391087057514961
"BCL11A"	"AL049988"	0.0219051046619168	0.391068139346534
"TCF19"	"AF086018"	0.0219029588635989	0.391029830771042
"CIZ1"	"U79458"	0.021901852438238	0.391010077945667
"CREB3L2"	"EML1"	0.0219007743206218	0.390990830493684
"LITAF"	"KIAA1143"	0.0219000866695934	0.390978553975843
"ZNF473"	"M20699"	0.0218992524162102	0.390963660190885
"MBD1"	"BAMBI"	0.0218980313492382	0.39094186068816
"GBX2"	"SUCLA2"	0.0218974957428149	0.390932298597012
"MYEF2"	"HIST1H2AG"	0.0218970286606637	0.390923959858138
"E2F6"	"RAB40B"	0.0218957841114801	0.39090174113145
"EBF1"	"AK022797"	0.0218957654303396	0.390901407620199
"ZNF706"	"PSMD14"	0.0218957560454625	0.390901240073571
"TULP1"	"NM_018532"	0.0218949033827175	0.390886017629382
"ZBED1"	"AF056449"	0.0218945600674226	0.39087988847932
"CREM"	"JAG2"	0.0218941098095887	0.390871850102145
"NKX2-1"	"CYP20A1"	0.0218914430978684	0.39082424174753
"XBP1"	"DDX23"	0.0218905246665521	0.390807845148129
"PROP1"	"AK026259"	0.0218900617888442	0.390799581470471
"ZNF551"	"DIP2C"	0.0218894574258049	0.390788791879053
"ZNF510"	"AJ227892"	0.0218890580801526	0.39078166242847
"ZNF446"	"AB040967"	0.0218889698408319	0.390780087106759
"TFDP1"	"CD320"	0.0218870408804217	0.390745649701865
"ZNF267"	"AK026747"	0.0218866996782362	0.390739558276789
